,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
5,Regular 3,Danang-Dragons,Thang-Long-Warriors,14,"Le, Thang",15,2,10,0,0,2,4,2,0,2,0,0,3,3,6
6,Regular 3,Danang-Dragons,Thang-Long-Warriors,39,"Nguyen-Tuan, Vinh",9,1,2,0,0,0,0,1,0,0,0,0,1,1,2
7,Regular 3,Danang-Dragons,Thang-Long-Warriors,3,"Pham, Nguyen",6,0,4,0,3,0,0,0,1,0,0,0,1,1,0
8,Regular 3,Danang-Dragons,Thang-Long-Warriors,10,"Quoc, Trong-Djao",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9,Regular 3,Danang-Dragons,Thang-Long-Warriors,2,"Trcn Qucc, T",1,1,1,0,0,0,0,0,0,0,0,0,1,0,2
10,Regular 3,Danang-Dragons,Thang-Long-Warriors,8,"Nguycn Ba Nam, K",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,Regular 3,Thang-Long-Warriors,Danang-Dragons,20,"Hill, Jaywuan",38,5,15,1,3,6,10,2,6,6,3,1,2,1,17
1,Regular 3,Thang-Long-Warriors,Danang-Dragons,12,"Young, Justin",35,1,8,0,3,5,6,1,5,5,1,1,2,1,7
2,Regular 3,Thang-Long-Warriors,Danang-Dragons,5,"To, Quang",31,7,12,4,6,4,7,0,0,3,1,0,1,2,22
3,Regular 3,Thang-Long-Warriors,Danang-Dragons,18,"Le, Ryan",30,6,13,1,5,3,4,0,3,4,2,0,0,0,16
4,Regular 3,Thang-Long-Warriors,Danang-Dragons,10,"Nguyen-Van, Hung",30,5,9,0,0,1,2,0,5,1,0,1,2,3,11
5,Regular 3,Thang-Long-Warriors,Danang-Dragons,9,"Djo, Nam",12,2,3,0,0,0,0,0,2,0,0,0,0,2,4
6,Regular 3,Thang-Long-Warriors,Danang-Dragons,7,"Xuan, Quoc-Nguyen",11,1,1,0,0,0,2,2,0,2,2,0,1,4,2
7,Regular 3,Thang-Long-Warriors,Danang-Dragons,3,"Bui, Ha",5,0,1,0,1,0,0,0,0,0,1,0,0,3,0
8,Regular 3,Thang-Long-Warriors,Danang-Dragons,21,"Hoang, Hien",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,Regular 3,Thang-Long-Warriors,Danang-Dragons,19,"Phan-Minh, Luyen",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 3,Thang-Long-Warriors,Danang-Dragons,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 3,Thang-Long-Warriors,Danang-Dragons,6,"Truong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Hochiminh-City-Wings,Saigon-Heat,23,"Richardson, Bilal",38,10,21,0,0,4,9,7,10,2,2,2,4,5,24
1,Regular 4,Hochiminh-City-Wings,Saigon-Heat,2,"Nguyen, Henry",38,6,15,4,6,3,4,0,4,0,4,0,3,1,19
2,Regular 4,Hochiminh-City-Wings,Saigon-Heat,9,"Trieu, Han-Minh",33,2,10,0,5,2,2,2,4,1,0,0,6,2,6
3,Regular 4,Hochiminh-City-Wings,Saigon-Heat,11,"Ngo, Tuan-Trung",31,0,4,0,3,0,0,0,2,0,4,1,5,5,0
4,Regular 4,Hochiminh-City-Wings,Saigon-Heat,91,"Nguyen, Thanh",20,2,4,0,0,0,0,0,1,0,2,0,2,0,4
5,Regular 4,Hochiminh-City-Wings,Saigon-Heat,14,"Nguyen, Quan",20,0,4,0,0,0,0,4,0,3,4,0,3,4,0
6,Regular 4,Hochiminh-City-Wings,Saigon-Heat,1,"Quoc, Thanh-Nguyen",12,2,5,0,0,0,0,0,2,0,0,0,1,5,4
7,Regular 4,Hochiminh-City-Wings,Saigon-Heat,15,"Le-Tran, Huynh",2,1,1,0,0,0,0,0,0,0,0,0,0,1,2
8,Regular 4,Hochiminh-City-Wings,Saigon-Heat,36,"Nguyen-Lam-Anh, Duy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 4,Hochiminh-City-Wings,Saigon-Heat,8,"Vo-Van, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Saigon-Heat,Hochiminh-City-Wings,15,"Lewis, Darius",39,5,12,0,0,5,11,9,11,1,4,4,7,3,15
1,Regular 4,Saigon-Heat,Hochiminh-City-Wings,7,"Nguyen, Huynh-Hai",36,5,12,2,4,3,4,0,4,0,2,0,4,1,15
2,Regular 4,Saigon-Heat,Hochiminh-City-Wings,14,"Tu-Le, Ngoc",36,4,9,0,3,4,5,0,6,1,2,0,3,4,12
3,Regular 4,Saigon-Heat,Hochiminh-City-Wings,0,"Lan-Hong, Gia",36,2,9,2,6,3,7,0,1,2,1,0,4,3,9
4,Regular 4,Saigon-Heat,Hochiminh-City-Wings,6,"Arnold, David",24,5,12,0,2,4,6,0,4,2,6,1,2,4,14
5,Regular 4,Saigon-Heat,Hochiminh-City-Wings,9,"Huy, Hoan-Vo",18,1,2,0,1,0,1,0,0,0,0,0,2,3,2
6,Regular 4,Saigon-Heat,Hochiminh-City-Wings,35,"Nguyen, Tony",4,0,2,0,1,0,0,1,0,0,1,0,0,0,0
7,Regular 4,Saigon-Heat,Hochiminh-City-Wings,5,"Vo-Thai, C",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,Regular 4,Saigon-Heat,Hochiminh-City-Wings,24,"Hucnh, Khang",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,Regular 4,Saigon-Heat,Hochiminh-City-Wings,4,"Kicu-Phu, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,18,"Collins, Jordan",40,7,14,2,7,2,2,3,5,1,0,2,1,1,18
1,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",36,2,12,0,7,11,12,0,4,2,2,1,1,2,15
2,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,90,"Nguyen, Duong",24,2,7,0,4,2,4,0,1,1,0,0,0,3,6
3,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,3,"Nguyen-Thanh, Dat",22,0,8,0,3,0,0,0,1,1,2,0,1,2,0
4,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",19,1,4,0,1,5,6,0,5,1,0,0,2,3,7
5,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,7,"Dang-Thai, Hung",18,2,6,0,0,1,4,1,2,1,1,1,2,4,5
6,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",17,1,7,0,0,3,4,1,1,1,0,0,2,2,5
7,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,10,"Nguyen-Phu, Hoang",16,2,8,0,2,1,6,0,1,0,3,0,0,2,5
8,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,2,"Arorld, Ryan",3,2,3,1,1,0,0,0,0,1,0,0,0,0,5
9,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,15,"Do, Huy-Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 4,Hanoi-Buffalos,Thang-Long-Warriors,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",38,7,18,0,2,9,12,1,11,1,1,2,4,3,23
1,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",37,4,9,0,4,2,6,1,4,2,0,1,4,3,10
2,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,18,"Le, Ryan",35,1,6,1,3,0,0,0,8,4,0,1,4,3,3
3,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,10,"Nguyen-Van, Hung",22,1,4,0,0,0,0,3,4,3,0,0,3,1,2
4,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,7,"Xuan, Quoc-Nguyen",20,4,11,0,2,0,0,0,2,1,1,1,2,2,8
5,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,5,"To, Quang",16,6,10,6,10,1,2,0,0,1,1,0,1,5,19
6,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,19,"Phan-Minh, Luyen",13,0,3,0,2,3,4,1,0,0,0,0,1,1,3
7,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,9,"Djo, Nam",11,1,4,1,2,0,0,0,1,1,0,0,0,2,3
8,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang, Hien",2,0,1,0,0,0,0,0,1,0,0,0,0,2,0
9,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong, Trung",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 4,Thang-Long-Warriors,Hanoi-Buffalos,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Duy, Tan",38,14,25,5,10,0,0,3,1,3,5,0,0,2,33
1,Regular 5,Can-Tho-Catfish,Danang-Dragons,21,"Hamilton, DeAngelo",32,8,18,0,5,1,4,2,8,7,3,2,2,2,17
2,Regular 5,Can-Tho-Catfish,Danang-Dragons,11,"Thanh, Dinh",28,11,16,5,9,0,0,4,1,5,4,0,2,2,27
3,Regular 5,Can-Tho-Catfish,Danang-Dragons,8,"Ngcc, Nguycn",21,0,2,0,1,0,0,0,1,4,0,1,2,2,0
4,Regular 5,Can-Tho-Catfish,Danang-Dragons,4,"Thanh, Hucnh",18,1,7,1,4,0,0,0,0,4,0,0,1,0,3
5,Regular 5,Can-Tho-Catfish,Danang-Dragons,13,"Le-Van, Day",15,1,3,0,1,1,2,2,3,1,3,0,2,2,3
6,Regular 5,Can-Tho-Catfish,Danang-Dragons,3,"Le, Nguycn",13,1,4,1,3,1,2,0,1,1,1,1,0,1,4
7,Regular 5,Can-Tho-Catfish,Danang-Dragons,77,"Huynh-Huu, Thang",12,1,7,0,3,0,0,2,1,0,1,0,0,0,2
8,Regular 5,Can-Tho-Catfish,Danang-Dragons,24,"Ticp, N",9,2,4,0,0,0,0,0,3,1,1,0,1,0,4
9,Regular 5,Can-Tho-Catfish,Danang-Dragons,14,"Hucnh, Nguycn",5,0,1,0,1,0,0,0,0,2,0,0,0,0,0
10,Regular 5,Can-Tho-Catfish,Danang-Dragons,12,"Nguyen Vu Binh, Nguyen",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Danang-Dragons,Can-Tho-Catfish,14,"Le, Thang",26,3,8,0,0,1,2,0,2,1,0,0,3,2,7
1,Regular 5,Danang-Dragons,Can-Tho-Catfish,25,"Joly, Rudolphe",24,14,17,0,0,1,1,3,7,4,3,3,6,1,29
2,Regular 5,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",22,9,20,5,13,7,7,0,4,4,2,0,6,1,30
3,Regular 5,Danang-Dragons,Can-Tho-Catfish,24,"Dai, Dam-Huy",19,1,6,0,3,0,0,1,3,3,0,0,2,4,2
4,Regular 5,Danang-Dragons,Can-Tho-Catfish,39,"Nguyen-Tuan, Vinh",17,0,1,0,0,0,0,0,2,1,0,0,5,0,0
5,Regular 5,Danang-Dragons,Can-Tho-Catfish,34,"Tim, Waale",16,1,2,0,0,0,0,2,4,1,0,0,2,1,2
6,Regular 5,Danang-Dragons,Can-Tho-Catfish,77,"Van-My, Vo",10,0,2,0,0,0,0,0,3,2,1,0,1,1,0
7,Regular 5,Danang-Dragons,Can-Tho-Catfish,3,"Pham, Nguyen",7,1,1,0,0,0,0,0,0,1,1,0,0,1,2
8,Regular 5,Danang-Dragons,Can-Tho-Catfish,8,"Nguycn-Ba-Nam, K",6,1,2,0,0,0,0,0,1,3,0,0,0,0,2
9,Regular 5,Danang-Dragons,Can-Tho-Catfish,2,"Trcn-Qucc, T",5,0,0,0,0,0,0,0,1,3,0,0,1,0,0
10,Regular 5,Danang-Dragons,Can-Tho-Catfish,10,"Quoc, Trong-Djao",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 5,Hanoi-Buffalos,Saigon-Heat,18,"Collins, Jordan",40,7,19,1,7,3,3,2,4,3,2,0,4,1,18
1,Regular 5,Hanoi-Buffalos,Saigon-Heat,1,"Dinh-Tien, Cong",32,5,6,2,2,0,2,0,5,2,4,1,4,4,12
2,Regular 5,Hanoi-Buffalos,Saigon-Heat,4,"Nguyen, Vincent",31,8,15,2,5,2,2,1,2,9,3,0,5,2,20
3,Regular 5,Hanoi-Buffalos,Saigon-Heat,90,"Nguyen, Duong",24,4,5,2,3,0,0,0,2,5,0,0,0,3,10
4,Regular 5,Hanoi-Buffalos,Saigon-Heat,7,"Dang-Thai, Hung",20,3,8,0,0,1,2,1,3,3,0,0,0,4,7
5,Regular 5,Hanoi-Buffalos,Saigon-Heat,13,"Pham, Tung",19,1,4,0,0,1,2,2,4,0,1,0,1,1,3
6,Regular 5,Hanoi-Buffalos,Saigon-Heat,3,"Nguyen-Thanh, Dat",18,1,5,0,2,0,2,0,3,3,1,0,2,2,2
7,Regular 5,Hanoi-Buffalos,Saigon-Heat,10,"Nguyen-Phu, Hoang",12,2,8,1,3,0,0,1,0,1,1,0,1,2,5
8,Regular 5,Hanoi-Buffalos,Saigon-Heat,15,"Do, Huy-Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 5,Hanoi-Buffalos,Saigon-Heat,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 5,Saigon-Heat,Hanoi-Buffalos,15,"Lewis, Darius",40,8,12,0,0,4,11,3,16,3,1,1,9,3,20
1,Regular 5,Saigon-Heat,Hanoi-Buffalos,14,"Tu-Le, Ngoc",37,12,15,2,3,4,4,2,1,5,0,0,4,0,30
2,Regular 5,Saigon-Heat,Hanoi-Buffalos,0,"Lan-Hong, Gia",35,6,13,4,9,0,0,0,6,7,1,0,3,4,16
3,Regular 5,Saigon-Heat,Hanoi-Buffalos,7,"Nguyen, Huynh-Hai",29,6,12,1,3,2,4,1,2,3,2,0,3,2,15
4,Regular 5,Saigon-Heat,Hanoi-Buffalos,6,"Arnold, David",24,1,5,0,0,1,2,1,2,8,1,0,3,4,3
5,Regular 5,Saigon-Heat,Hanoi-Buffalos,9,"Huy, Hoan-Vo",23,0,3,0,2,0,0,1,2,2,3,0,2,1,0
6,Regular 5,Saigon-Heat,Hanoi-Buffalos,24,"Hucnh, Khang",8,0,1,0,0,0,0,1,2,0,0,0,0,1,0
7,Regular 5,Saigon-Heat,Hanoi-Buffalos,10,"Qucc, Thai-Cao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 5,Saigon-Heat,Hanoi-Buffalos,4,"Kicu-Phu, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 5,Saigon-Heat,Hanoi-Buffalos,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh-Duy, Tan",38,12,24,2,10,2,2,1,5,3,3,1,5,1,28
1,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,21,"Hamilton, DeAngelo",38,6,13,0,1,5,10,4,11,7,5,0,9,3,17
2,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le Hieu, Thanh",22,2,6,2,2,2,2,1,3,1,1,0,0,2,8
3,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,8,"Ngcc, Nguycn",21,2,5,0,1,1,3,2,0,5,0,0,0,3,5
4,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,11,"Thanh, Dinh",20,5,8,1,3,1,1,0,2,3,2,0,7,5,12
5,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,3,"Le, Nguycn",18,4,6,4,4,0,0,0,1,1,0,0,1,1,12
6,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,7,"Du-Minh, An",17,0,0,0,0,0,0,0,1,2,0,0,3,1,0
7,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguyen-Hoang, Tu",14,1,5,0,2,1,1,1,0,0,0,0,1,1,3
8,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,13,"Le-Van, Day",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,12,"Hucnh, Nguycn",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,4,"Thanh, Hucnh",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Regular 6,Can-Tho-Catfish,Hochiminh-City-Wings,6,"Nguycn, Hoang",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,23,"Richardson, Bilal",38,15,25,0,0,2,4,10,9,2,1,0,8,4,32
1,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,11,"Ngo, Tuan-Trung",36,0,1,0,0,0,0,1,2,4,1,0,3,3,0
2,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Nguyen, Henry",33,8,15,5,11,2,3,1,3,4,1,0,4,4,23
3,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,9,"Trieu, Han-Minh",28,3,13,0,5,3,5,0,3,4,2,0,6,3,9
4,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,91,"Nguyen, Thanh",15,1,3,0,0,1,3,2,3,2,1,0,2,2,3
5,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,88,"Luong-Chi, Manh",12,0,3,0,0,1,2,0,4,2,0,0,1,0,1
6,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,25,"Le-Cong, Tuan",12,0,1,0,0,0,0,1,0,3,0,0,2,3,0
7,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,10,"Chong, Paul",11,1,6,1,3,0,0,0,0,1,2,0,3,1,3
8,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,36,"Nguyen-Lam-Anh, Duy",4,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen, Quan",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,15,"Le-Tran, Huynh",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 6,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Quoc, Thanh-Nguyen",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Hanoi-Buffalos,Saigon-Heat,4,"Nguyen, Vincent",30,2,6,1,1,0,0,0,1,2,1,0,1,0,5
1,Regular 6,Hanoi-Buffalos,Saigon-Heat,1,"Dinh-Tien, Cong",28,0,5,0,3,0,0,0,0,0,1,0,1,3,0
2,Regular 6,Hanoi-Buffalos,Saigon-Heat,18,"Collins, Jordan",27,2,11,0,5,0,0,4,4,1,0,1,2,3,4
3,Regular 6,Hanoi-Buffalos,Saigon-Heat,7,"Dang Thai, Hung",22,8,14,0,0,0,0,0,3,1,1,3,1,1,16
4,Regular 6,Hanoi-Buffalos,Saigon-Heat,13,"Pham, Tung",18,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,Regular 6,Hanoi-Buffalos,Saigon-Heat,10,"Nguyen Phu, Hoang",7,5,8,0,2,0,0,0,0,0,2,0,0,1,10
6,Regular 6,Hanoi-Buffalos,Saigon-Heat,6,"Bach Cong, Trung",7,3,4,1,1,1,2,0,1,2,4,0,0,0,8
7,Regular 6,Hanoi-Buffalos,Saigon-Heat,3,"Hoang, Tony",7,2,4,0,1,1,1,0,2,0,1,0,1,1,5
8,Regular 6,Hanoi-Buffalos,Saigon-Heat,98,"Vu, Duc Thai",6,1,1,1,1,0,0,0,0,0,1,0,1,1,3
9,Regular 6,Hanoi-Buffalos,Saigon-Heat,90,"Nguyen, Duong",1,1,3,1,3,2,2,0,1,2,3,0,1,2,5
10,Regular 6,Hanoi-Buffalos,Saigon-Heat,15,"Do, Huy Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 6,Saigon-Heat,Hanoi-Buffalos,15,"Lewis, Darius",40,6,9,0,0,2,4,2,9,2,2,3,6,2,14
1,Regular 6,Saigon-Heat,Hanoi-Buffalos,14,"Tu Le, Ngoc",32,4,6,1,1,0,0,0,6,2,0,0,3,3,9
2,Regular 6,Saigon-Heat,Hanoi-Buffalos,6,"Arnold, David",31,10,15,6,8,3,3,0,4,4,0,0,4,2,29
3,Regular 6,Saigon-Heat,Hanoi-Buffalos,7,"Nguyen, Huynh Hai",26,3,8,2,3,1,1,0,2,1,0,0,1,5,9
4,Regular 6,Saigon-Heat,Hanoi-Buffalos,8,"Pham, Pham Duy",17,0,3,0,0,0,2,0,1,0,0,0,3,1,0
5,Regular 6,Saigon-Heat,Hanoi-Buffalos,0,"Lan-Hong, Gia",10,1,5,0,2,2,2,0,3,2,1,0,2,2,4
6,Regular 6,Saigon-Heat,Hanoi-Buffalos,35,"Nguyen, Tony",8,1,2,0,0,0,0,0,1,1,0,0,0,1,2
7,Regular 6,Saigon-Heat,Hanoi-Buffalos,24,"Hucnh, Khang",7,1,2,0,1,1,2,1,1,1,0,0,3,2,3
8,Regular 6,Saigon-Heat,Hanoi-Buffalos,9,"Huy, Hoan-Vo",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 6,Saigon-Heat,Hanoi-Buffalos,4,"Kicu-Phu, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 6,Saigon-Heat,Hanoi-Buffalos,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Danang-Dragons,Hanoi-Buffalos,25,"Joly, Rudolphe",39,8,15,1,1,2,4,2,8,3,1,1,6,4,19
1,Regular 7,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",39,5,19,4,15,0,0,0,4,7,0,0,1,1,14
2,Regular 7,Danang-Dragons,Hanoi-Buffalos,24,"Dai, Dam-Huy",29,1,3,0,2,3,4,0,0,2,2,0,4,2,5
3,Regular 7,Danang-Dragons,Hanoi-Buffalos,11,"Trcn-Qucc, T",26,3,5,0,0,0,0,0,5,4,0,0,3,3,6
4,Regular 7,Danang-Dragons,Hanoi-Buffalos,77,"Van-My, Vo",26,1,3,0,2,0,0,0,6,4,1,0,0,4,2
5,Regular 7,Danang-Dragons,Hanoi-Buffalos,12,"Nguyen, Tuan",23,3,6,2,4,2,4,0,0,0,0,0,4,4,10
6,Regular 7,Danang-Dragons,Hanoi-Buffalos,34,"Tim, Waale",7,1,1,0,0,0,0,0,1,0,0,0,1,2,2
7,Regular 7,Danang-Dragons,Hanoi-Buffalos,14,"Le, Thang",6,0,2,0,0,0,0,1,0,0,0,0,2,2,0
8,Regular 7,Danang-Dragons,Hanoi-Buffalos,39,"Nguyen Tuan, Vinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Danang-Dragons,Hanoi-Buffalos,3,"Pham, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 7,Danang-Dragons,Hanoi-Buffalos,8,"Nguycn-Ba-Nam, K",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 7,Danang-Dragons,Hanoi-Buffalos,10,"Quoc, Trong Djao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Hanoi-Buffalos,Danang-Dragons,18,"Collins, Jordan",40,5,13,2,9,3,4,1,6,4,1,0,2,1,15
1,Regular 7,Hanoi-Buffalos,Danang-Dragons,4,"Nguyen, Vincent",36,4,11,0,5,4,6,1,3,10,1,1,3,1,12
2,Regular 7,Hanoi-Buffalos,Danang-Dragons,1,"Dinh-Tien, Cong",33,4,10,1,2,3,3,0,4,1,3,0,3,0,12
3,Regular 7,Hanoi-Buffalos,Danang-Dragons,7,"Dang-Thai, Hung",27,6,14,0,1,0,2,0,7,1,1,0,3,2,12
4,Regular 7,Hanoi-Buffalos,Danang-Dragons,90,"Nguyen, Duong",22,0,2,0,2,0,0,0,1,0,0,0,0,2,0
5,Regular 7,Hanoi-Buffalos,Danang-Dragons,3,"Hoang, Tony",21,2,7,0,4,2,3,4,1,2,3,0,2,3,6
6,Regular 7,Hanoi-Buffalos,Danang-Dragons,13,"Pham, Tung",12,4,5,0,0,2,2,3,3,0,0,1,4,3,10
7,Regular 7,Hanoi-Buffalos,Danang-Dragons,15,"Do, Huy-Hoang",5,0,1,0,1,0,0,0,0,0,0,0,0,2,0
8,Regular 7,Hanoi-Buffalos,Danang-Dragons,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Hanoi-Buffalos,Danang-Dragons,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Hochiminh-City-Wings,Saigon-Heat,2,"Nguyen, Henry",32,3,5,0,1,2,5,1,6,3,1,0,3,1,8
1,Regular 7,Hochiminh-City-Wings,Saigon-Heat,11,"Ngo, Tuan-Trung",31,0,5,0,3,0,0,0,5,8,3,0,3,1,0
2,Regular 7,Hochiminh-City-Wings,Saigon-Heat,88,"Luong-Chi, Manh",29,11,16,2,3,2,3,1,2,2,3,0,6,3,26
3,Regular 7,Hochiminh-City-Wings,Saigon-Heat,10,"Chong, Paul",28,4,11,0,5,1,1,1,4,7,2,0,6,4,9
4,Regular 7,Hochiminh-City-Wings,Saigon-Heat,9,"Trieu, Han Minh",27,5,11,1,4,2,2,1,2,3,3,0,1,1,13
5,Regular 7,Hochiminh-City-Wings,Saigon-Heat,23,"Richardson, Bilal",14,3,5,0,0,1,1,1,4,2,1,0,1,2,7
6,Regular 7,Hochiminh-City-Wings,Saigon-Heat,91,"Nguyen, Thanh",13,2,4,0,0,5,6,1,1,1,0,0,2,1,9
7,Regular 7,Hochiminh-City-Wings,Saigon-Heat,25,"Le Cong, Tuan",12,2,5,0,0,1,3,1,0,4,0,0,2,2,5
8,Regular 7,Hochiminh-City-Wings,Saigon-Heat,1,"Quoc, Thanh Nguyen",8,1,2,0,1,0,0,0,0,0,1,0,1,0,2
9,Regular 7,Hochiminh-City-Wings,Saigon-Heat,15,"Le-Tran, Huynh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Saigon-Heat,Hochiminh-City-Wings,14,"Tu-Le, Ngoc",33,6,14,1,4,4,5,3,3,3,5,0,3,4,17
1,Regular 7,Saigon-Heat,Hochiminh-City-Wings,0,"Lan-Hong, Gia",33,4,15,2,7,0,0,0,2,8,2,0,5,4,10
2,Regular 7,Saigon-Heat,Hochiminh-City-Wings,7,"Nguyen, Huynh-Hai",33,1,7,1,2,0,0,1,2,5,4,0,8,4,3
3,Regular 7,Saigon-Heat,Hochiminh-City-Wings,6,"Arnold, David",30,4,13,1,6,10,10,2,3,5,1,0,7,1,19
4,Regular 7,Saigon-Heat,Hochiminh-City-Wings,35,"Nguyen, Tony",29,4,6,2,3,0,0,0,5,2,0,1,2,5,10
5,Regular 7,Saigon-Heat,Hochiminh-City-Wings,15,"Lewis, Darius",14,3,6,0,1,1,2,2,3,0,2,0,2,2,7
