,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
6,Regular 16,Hanoi-Buffalos,Danang-Dragons,3,"Hoang, Tony",14,3,7,2,5,0,0,1,1,0,1,0,0,2,8
7,Regular 16,Hanoi-Buffalos,Danang-Dragons,15,"Do, Huy-Hoang",11,2,5,0,0,0,0,2,1,0,1,0,0,0,4
8,Regular 16,Hanoi-Buffalos,Danang-Dragons,90,"Nguyen, Duong",10,0,3,0,1,3,3,0,1,0,0,0,1,0,3
9,Regular 16,Hanoi-Buffalos,Danang-Dragons,6,"Bach-Cong, Trung",9,0,4,0,2,0,0,0,1,1,1,0,2,3,0
10,Regular 16,Hanoi-Buffalos,Danang-Dragons,13,"Pham, Tung",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 16,Saigon-Heat,Thang-Long-Warriors,0,"Lan-Hong, Gia",36,7,18,0,2,4,4,3,1,3,5,0,7,0,18
1,Regular 16,Saigon-Heat,Thang-Long-Warriors,8,"Pham, Pham-Duy",36,7,11,0,0,2,5,3,9,5,3,1,8,4,16
2,Regular 16,Saigon-Heat,Thang-Long-Warriors,9,"Huy, Hoan-Vo",28,4,8,0,3,1,4,1,3,0,3,1,1,2,9
3,Regular 16,Saigon-Heat,Thang-Long-Warriors,24,"Hucnh, Khang",24,2,6,0,0,3,4,0,3,1,1,2,3,3,7
4,Regular 16,Saigon-Heat,Thang-Long-Warriors,35,"Nguyen, Tony",21,1,6,0,1,0,0,1,1,0,0,0,1,4,2
5,Regular 16,Saigon-Heat,Thang-Long-Warriors,14,"Tu-Le, Ngoc",19,3,9,0,1,0,0,1,1,2,1,0,0,3,6
6,Regular 16,Saigon-Heat,Thang-Long-Warriors,7,"Nguyen, Huynh-Hai",11,1,5,0,2,1,1,1,4,0,0,0,1,1,3
7,Regular 16,Saigon-Heat,Thang-Long-Warriors,5,"Vo-Thai, C",11,1,4,0,0,0,0,0,3,0,1,1,3,3,2
8,Regular 16,Saigon-Heat,Thang-Long-Warriors,15,"Lewis, Darius",8,1,3,0,0,1,1,3,4,0,0,0,2,0,3
9,Regular 16,Saigon-Heat,Thang-Long-Warriors,6,"Arnold, David",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,Regular 16,Thang-Long-Warriors,Saigon-Heat,10,"Nguyen-Van, Hung",34,2,13,0,0,3,6,5,7,1,1,0,2,3,7
1,Regular 16,Thang-Long-Warriors,Saigon-Heat,21,"Hoang, Hien",28,7,16,0,0,0,3,7,2,2,0,0,3,2,14
2,Regular 16,Thang-Long-Warriors,Saigon-Heat,5,"To, Quang",26,2,12,0,6,4,4,1,5,2,7,1,2,0,8
3,Regular 16,Thang-Long-Warriors,Saigon-Heat,6,"Truong, Trung",25,3,4,1,2,3,4,1,3,4,4,1,5,3,10
4,Regular 16,Thang-Long-Warriors,Saigon-Heat,8,"Vu, Tu",21,3,6,0,2,3,3,1,1,0,2,0,0,1,9
5,Regular 16,Thang-Long-Warriors,Saigon-Heat,19,"Phan-Minh, Luyen",20,1,8,1,7,0,2,0,4,1,0,0,1,4,3
6,Regular 16,Thang-Long-Warriors,Saigon-Heat,9,"Djo, Nam",19,3,8,0,1,3,6,2,3,1,1,0,3,2,9
7,Regular 16,Thang-Long-Warriors,Saigon-Heat,3,"Bui, Ha",17,3,7,2,4,1,2,3,1,4,1,0,2,4,9
8,Regular 16,Thang-Long-Warriors,Saigon-Heat,18,"Le, Ryan",8,0,2,0,2,0,0,0,1,0,0,1,1,1,0
9,Regular 16,Thang-Long-Warriors,Saigon-Heat,20,"Hill, Jaywuan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 16,Thang-Long-Warriors,Saigon-Heat,12,"Young, Justin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,21,"Hamilton, DeAngelo",45,12,29,2,9,5,5,6,16,2,3,6,5,3,31
1,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,23,"Dinh, Tan",45,8,25,2,11,3,4,4,8,0,1,2,2,4,21
2,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",45,6,11,3,7,0,0,0,6,1,3,1,5,2,15
3,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,11,"Thanh, Dinh",42,4,14,1,8,0,2,0,2,4,0,0,3,4,9
4,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen-Hoang, Tu",23,4,11,0,3,1,1,3,2,0,1,0,0,3,9
5,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,7,"Du-Minh, An",11,0,3,0,2,0,0,1,4,1,1,0,1,1,0
6,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,3,"Le, Nguycn",6,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,13,"Le-Van, Day",5,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,19,"Ngcc, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,77,"Huynh-Huu, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,6,"Nguycn, Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Semi-Finals 1,Can-Tho-Catfish,Saigon-Heat,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,15,"Lewis, Darius",45,12,20,0,0,5,9,7,17,1,0,3,5,3,29
1,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,6,"Arnold, David",43,6,13,1,3,3,5,0,7,5,3,0,4,4,16
2,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,7,"Nguyen, Huynh-Hai",40,4,10,1,3,0,0,0,5,3,0,0,2,0,9
3,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,14,"Tu-Le, Ngoc",38,4,21,1,9,7,8,1,3,2,1,0,5,2,16
4,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,0,"Lan-Hong, Gia",27,1,10,0,4,0,0,0,1,3,2,0,0,3,2
5,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,8,"Pham, Pham-Duy",26,4,11,0,2,0,0,1,3,1,0,0,1,3,8
6,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,35,"Nguyen, Tony",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,9,"Huy, Hoan-Vo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Semi-Finals 1,Saigon-Heat,Can-Tho-Catfish,24,"Hucnh, Khang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,14,"Carter, Jason",35,4,15,1,8,4,6,3,6,0,1,2,4,4,13
1,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",34,2,7,2,6,0,0,0,5,4,0,0,3,1,6
2,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",32,5,9,0,2,1,2,1,3,0,1,0,1,4,11
3,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,7,"Dang-Thai, Hung",21,4,8,0,0,2,4,2,5,0,0,4,3,2,10
4,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,3,"Hoang, Tony",18,0,6,0,3,2,2,0,0,3,3,1,8,2,2
5,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,10,"Nguyen-Phu, Hoang",18,1,8,0,4,3,3,0,2,2,1,0,3,2,5
6,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,90,"Nguyen, Duong",16,1,3,0,0,1,4,0,2,0,1,0,0,1,3
7,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",13,2,5,0,0,0,0,2,1,1,1,2,1,3,4
8,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,98,"Vu, Duc-Thai",2,0,2,0,0,1,2,2,0,0,0,0,0,0,1
9,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,15,"Do, Huy-Hoang",2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
10,Semi-Finals 1,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bach-Cong, Trung",1,1,3,0,0,0,0,1,1,0,0,0,0,0,2
0,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",38,10,26,2,6,11,15,5,5,1,3,1,3,2,33
1,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,18,"Le, Ryan",38,1,6,1,4,0,0,2,2,3,3,1,1,1,3
2,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",29,6,13,0,1,2,3,2,5,4,2,0,2,3,14
3,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,5,"To, Quang",26,5,11,1,3,2,2,2,1,0,1,0,2,3,13
4,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,10,"Nguyen-Van, Hung",25,3,9,0,0,0,0,1,10,0,1,0,4,4,6
5,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong, Trung",17,0,1,0,0,1,2,0,2,3,2,0,1,3,1
6,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,9,"Djo, Nam",16,5,6,0,0,0,0,2,2,0,1,0,1,1,10
7,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,8,"Vu, Tu",1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
8,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,3,"Bui, Ha",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,19,"Phan-Minh, Luyen",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,Semi-Finals 1,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang, Hien",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,11,"Thanh, Dinh",40,8,16,5,11,1,2,5,6,4,2,1,4,2,22
1,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,21,"Hamilton, DeAngelo",40,7,20,0,5,4,7,3,13,1,6,1,8,1,18
2,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",40,6,14,3,6,1,1,2,4,2,2,0,2,4,16
3,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,23,"Dinh, Tan",40,3,13,1,7,1,4,1,5,4,5,0,5,1,8
4,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,7,"Du-Minh, An",23,4,5,1,2,0,0,0,2,4,1,0,2,4,9
5,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen-Hoang, Tu",11,0,0,0,0,1,2,0,1,2,0,0,1,1,1
6,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,3,"Le, Nguycn",5,1,4,0,2,0,0,1,1,0,0,0,1,0,2
7,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,6,"Nguycn, Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,13,"Le-Van, Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,19,"Ngcc, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Semi-Finals 2,Can-Tho-Catfish,Saigon-Heat,77,"Huynh-Huu, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,15,"Lewis, Darius",40,8,14,0,0,0,0,2,16,1,1,1,3,3,16
1,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,6,"Arnold, David",40,5,17,1,8,3,4,1,2,8,0,0,4,3,14
2,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,14,"Tu-Le, Ngoc",34,7,12,1,3,0,1,0,4,2,2,0,3,1,15
3,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,7,"Nguyen, Huynh-Hai",33,3,11,2,5,0,0,0,3,2,2,0,1,2,8
4,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,8,"Pham, Pham-Duy",23,5,9,0,0,0,1,3,3,4,2,0,4,2,10
5,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,0,"Lan-Hong, Gia",18,1,3,0,0,0,0,1,0,6,0,0,6,1,2
6,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,35,"Nguyen, Tony",9,1,3,1,3,0,0,0,1,0,1,0,2,2,3
7,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,9,"Huy, Hoan-Vo",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,24,"Hucnh, Khang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Semi-Finals 2,Saigon-Heat,Can-Tho-Catfish,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,14,"Carter, Jason",40,7,16,0,2,3,4,6,14,1,1,1,1,4,17
1,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",38,4,13,2,8,2,2,3,10,6,1,0,4,2,12
2,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",29,2,8,2,6,1,2,1,6,3,2,0,2,4,7
3,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,7,"Dang-Thai, Hung",28,3,11,0,0,4,5,0,1,2,0,0,5,4,10
4,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,3,"Nguyen-Thanh, Dat",19,2,10,1,5,1,2,0,4,0,1,0,3,2,6
5,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,10,"Nguyen-Phu, Hoang",19,0,6,0,2,2,4,1,2,0,1,0,3,1,2
6,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,90,"Nguyen, Duong",12,2,5,0,1,0,0,0,0,0,0,0,0,2,4
7,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",11,0,4,0,0,0,0,2,2,0,0,0,1,0,0
8,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,15,"Do, Huy-Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Semi-Finals 2,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",40,12,24,2,4,7,15,1,5,2,3,2,1,2,33
1,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",40,6,14,2,5,1,3,0,7,5,1,0,3,4,15
2,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,5,"To, Quang",35,3,11,2,6,0,0,0,3,1,0,0,2,2,8
3,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,18,"Le, Ryan",35,1,4,0,1,0,2,0,6,4,1,0,4,2,2
4,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,10,"Nguyen-Van, Hung",21,2,5,0,0,0,4,1,9,0,3,0,2,4,4
5,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong, Trung",18,2,3,1,2,2,2,0,2,5,1,0,1,2,7
6,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,9,"Djo, Nam",8,0,2,0,1,0,0,0,0,1,0,0,0,2,0
7,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Semi-Finals 2,Thang-Long-Warriors,Hanoi-Buffalos,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",40,12,28,2,4,3,6,8,20,0,1,7,9,3,29
1,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh, Tan",40,7,16,5,12,2,2,3,5,8,2,0,7,2,21
2,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",39,3,8,3,6,1,2,1,4,3,0,0,1,1,10
3,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",29,2,6,2,4,2,4,3,0,8,1,0,2,5,8
4,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",20,2,4,0,2,0,0,1,4,0,0,0,2,1,4
5,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Minh, An",15,0,2,0,2,2,2,0,1,1,1,0,2,2,2
6,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,13,"Le-Van, Day",7,3,4,1,2,0,0,0,0,0,0,0,0,0,7
7,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,19,"Ngcc, Nguycn",7,1,3,0,1,0,0,0,1,0,1,0,2,0,2
8,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,77,"Huynh-Huu, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 1,Can-Tho-Catfish,Thang-Long-Warriors,3,"Le, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",40,8,30,3,5,6,7,8,4,2,2,4,0,3,25
1,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",40,6,16,1,5,1,2,1,7,6,4,0,2,3,14
2,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",38,9,20,2,8,3,3,3,5,4,3,0,3,3,23
3,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",34,1,4,1,2,0,0,2,3,1,1,0,1,2,3
4,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",24,1,5,0,2,0,0,0,2,5,0,0,3,0,2
5,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen-Van, Hung",17,3,6,0,0,0,0,2,3,0,1,0,2,4,6
6,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",5,2,5,0,2,1,1,1,0,0,0,0,0,1,5
7,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 1,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh, Tan",40,6,18,1,7,0,0,4,2,0,2,0,1,3,13
1,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",40,4,20,0,2,4,6,4,18,4,1,4,5,2,12
2,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",40,1,6,0,4,0,0,2,7,4,2,0,2,2,2
3,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",36,3,10,0,5,1,2,1,2,6,7,1,2,5,7
4,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",27,11,20,1,5,1,3,4,2,0,0,0,4,2,24
5,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Minh, An",11,2,4,2,3,2,3,0,0,1,0,0,0,3,8
6,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,13,"Le-Van, Day",2,1,2,0,0,0,0,0,0,0,0,0,1,0,2
7,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,77,"Huynh-Huu, Thang",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,19,"Ngcc, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 2,Can-Tho-Catfish,Thang-Long-Warriors,3,"Le, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",40,11,28,0,2,4,8,4,10,2,1,1,4,3,26
1,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",40,5,11,1,3,7,9,3,6,3,1,0,3,1,18
2,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen-Van, Hung",33,5,11,0,0,2,3,1,9,3,2,0,4,3,12
3,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",32,3,7,0,0,0,0,0,3,2,4,0,5,5,6
4,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",24,2,4,0,1,0,0,0,1,2,2,0,1,3,4
5,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",11,0,3,0,2,0,0,1,0,1,0,0,2,0,0
6,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",10,0,3,0,0,0,0,0,0,0,0,0,0,1,0
7,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",7,2,3,2,3,0,0,1,1,0,0,0,0,1,6
8,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",1,0,0,0,0,1,2,0,0,0,0,0,0,0,1
9,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Finals 2,Thang-Long-Warriors,Can-Tho-Catfish,7,"Xuan, Quoc-Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",40,10,23,2,6,4,15,5,15,6,1,2,8,3,26
1,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",40,5,8,2,4,2,5,1,7,5,4,3,4,1,14
2,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh, Tan",40,3,15,2,8,2,5,1,7,3,1,0,7,4,10
3,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",39,7,13,4,9,1,1,2,2,4,4,0,7,3,19
4,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",20,3,7,0,1,0,0,1,1,1,0,0,0,4,6
5,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Minh, An",13,1,1,0,0,0,0,0,0,1,3,1,2,2,2
6,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,19,"Ngcc, Nguycn",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,13,"Le-Van, Day",2,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,3,"Le, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,6,"Nguycn, Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Finals 3,Can-Tho-Catfish,Thang-Long-Warriors,77,"Huynh-Huu, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",40,7,23,1,4,11,15,4,11,6,2,0,5,2,26
1,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",40,7,15,0,1,1,5,4,8,4,3,0,2,3,15
2,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen-Van, Hung",36,7,13,0,0,0,0,4,9,2,1,0,6,3,14
3,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",31,3,14,2,8,2,2,1,1,1,1,1,3,3,10
4,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",27,2,5,1,2,0,0,3,2,2,1,0,6,5,5
5,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",17,2,5,0,1,0,0,2,3,2,3,0,3,4,4
6,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",7,0,3,0,1,0,0,0,1,0,0,0,1,0,0
7,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Finals 3,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Finals 4,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",39,9,20,2,4,8,12,4,10,1,2,4,9,1,28
