,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
5,Regular 7,Danang-Dragons,Hochiminh-City-Wings,19,"Tran-Dang, Hien",15,0,2,0,1,0,0,0,2,1,1,0,3,0,0
6,Regular 7,Danang-Dragons,Hochiminh-City-Wings,4,"Huynh-Thanh, Tam",14,0,0,0,0,0,0,0,0,2,1,0,1,3,0
7,Regular 7,Danang-Dragons,Hochiminh-City-Wings,69,"Bui-Quoc, Tan",12,0,3,0,2,0,0,0,1,0,0,0,1,1,0
8,Regular 7,Danang-Dragons,Hochiminh-City-Wings,77,"Son-Minh, Tam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Danang-Dragons,Hochiminh-City-Wings,9,"Tran-Hcu, Rin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 7,Danang-Dragons,Hochiminh-City-Wings,5,"Mai, Thinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 7,Danang-Dragons,Hochiminh-City-Wings,24,"Ho-Quoc, Truong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Hochiminh-City-Wings,Danang-Dragons,33,"Martin, Wayne",38,9,23,0,5,4,9,4,9,0,1,1,3,3,22
1,Regular 7,Hochiminh-City-Wings,Danang-Dragons,3,"Soy, Michael",34,7,15,2,7,5,7,0,1,0,2,0,2,1,21
2,Regular 7,Hochiminh-City-Wings,Danang-Dragons,19,"Nguyen-Le-Quoc, Cuong",28,1,5,0,2,1,1,2,0,1,1,0,1,4,3
3,Regular 7,Hochiminh-City-Wings,Danang-Dragons,4,"Nguyen-Quang, Vinh",26,6,12,0,1,4,6,2,5,2,2,0,3,4,16
4,Regular 7,Hochiminh-City-Wings,Danang-Dragons,14,"Nguyen-Ky, Quan",21,0,5,0,0,2,4,3,2,0,3,0,0,0,2
5,Regular 7,Hochiminh-City-Wings,Danang-Dragons,13,"Pham, Tung",16,4,4,1,1,0,0,1,2,0,1,1,1,2,9
6,Regular 7,Hochiminh-City-Wings,Danang-Dragons,15,"Tran-Vien, Huan",10,0,3,0,1,0,0,0,1,0,0,0,1,0,0
7,Regular 7,Hochiminh-City-Wings,Danang-Dragons,16,"Cao-Dac, Luan",9,0,2,0,0,0,0,1,1,1,0,0,1,0,0
8,Regular 7,Hochiminh-City-Wings,Danang-Dragons,20,"Nguyen-Minh, Chung",6,0,2,0,2,0,0,0,2,0,0,0,0,0,0
9,Regular 7,Hochiminh-City-Wings,Danang-Dragons,12,"Nguyen-Quoc, Thai",5,1,2,0,0,0,0,0,1,0,0,0,3,0,2
10,Regular 7,Hochiminh-City-Wings,Danang-Dragons,2,"Hoang, Tu",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,Regular 7,Hochiminh-City-Wings,Danang-Dragons,1,"Nguyen-Quoc, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Saigon-Heat,Thang-Long-Warriors,3,"Tavarion, Nix",38,8,21,3,13,0,0,1,9,1,2,1,1,0,19
1,Regular 7,Saigon-Heat,Thang-Long-Warriors,7,"Du-Minh, An",31,9,12,1,3,0,0,2,4,4,5,0,3,0,19
2,Regular 7,Saigon-Heat,Thang-Long-Warriors,98,"Trieu-Han, Minh",31,3,11,1,5,0,0,0,3,3,2,0,1,1,7
3,Regular 7,Saigon-Heat,Thang-Long-Warriors,2,"Nguyen, Richard",26,5,13,1,8,0,2,1,8,1,5,0,1,0,11
4,Regular 7,Saigon-Heat,Thang-Long-Warriors,52,"Huynh-Vinh, Quang",24,0,3,0,2,1,2,0,1,1,0,0,3,3,1
5,Regular 7,Saigon-Heat,Thang-Long-Warriors,30,"Waale, Tim",18,1,2,0,0,2,2,3,4,1,2,0,1,0,4
6,Regular 7,Saigon-Heat,Thang-Long-Warriors,12,"Nguyen-Huynh, Vinh",17,4,6,0,1,0,0,1,3,0,0,1,2,2,8
7,Regular 7,Saigon-Heat,Thang-Long-Warriors,20,"Kien, Pham-Duc",11,0,0,0,0,0,0,0,2,1,0,0,0,3,0
8,Regular 7,Saigon-Heat,Thang-Long-Warriors,11,"Ban-Vo, Kim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Saigon-Heat,Thang-Long-Warriors,8,"Tran-Dang, Khoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Thang-Long-Warriors,Saigon-Heat,20,"Hill, Jaywuan",40,9,22,0,1,6,7,3,6,1,0,0,3,2,24
1,Regular 7,Thang-Long-Warriors,Saigon-Heat,12,"Young, Justin",36,3,10,1,2,0,0,5,9,3,1,0,5,3,7
2,Regular 7,Thang-Long-Warriors,Saigon-Heat,83,"Nguyen, Duong",29,2,8,0,3,0,0,0,0,0,1,0,1,0,4
3,Regular 7,Thang-Long-Warriors,Saigon-Heat,0,"Hong-Gia, Lan",25,2,13,0,7,0,0,1,0,0,1,0,4,2,4
4,Regular 7,Thang-Long-Warriors,Saigon-Heat,7,"Dang-Thai, Hung",22,3,4,0,0,0,2,2,2,1,2,0,2,2,6
5,Regular 7,Thang-Long-Warriors,Saigon-Heat,8,"Doan-Nhat, Quang",21,2,7,1,4,0,0,0,5,0,0,0,3,1,5
6,Regular 7,Thang-Long-Warriors,Saigon-Heat,6,"Truong-Hoang, Trung",19,1,4,0,2,0,0,0,3,0,1,0,1,1,2
7,Regular 7,Thang-Long-Warriors,Saigon-Heat,24,"Mai-Viet, Anh",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 7,Thang-Long-Warriors,Saigon-Heat,10,"Nguyen-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Thang-Long-Warriors,Saigon-Heat,9,"B?ch-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 7,Thang-Long-Warriors,Saigon-Heat,3,"Nguyen-Thanh, Dat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,23,"Dinh-Thanh, Tam",34,15,21,2,8,4,4,2,11,6,2,1,1,1,36
1,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,1,"Hamilton, DeAngelo",27,8,9,0,0,3,4,2,11,6,1,2,6,2,19
2,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,65,"Le-Hieu, Thanh",26,5,7,0,1,2,4,1,7,4,4,1,6,1,12
3,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,3,"Nguyen-Phu, Hoang",24,4,7,2,4,4,6,0,2,8,2,0,6,3,14
4,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,19,"Dinh-Thanh, Sang",22,8,12,1,2,5,6,4,6,7,2,0,3,2,22
5,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,52,"Nguyen-Hoang, Tu",16,3,4,1,2,1,2,1,4,3,2,0,3,4,8
6,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,15,"Tang-Minh, Tri",13,2,2,0,0,0,2,0,2,2,0,0,5,0,4
7,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,0,"Nguyen-Thinh, Hung",12,4,5,0,1,0,1,0,3,3,0,0,4,2,8
8,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,14,"Huynh, Khang",10,3,4,0,0,0,0,0,3,0,1,1,2,2,6
9,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,25,"Nguyen-Vu-Binh, Nguyen",10,1,1,0,0,0,0,0,2,0,0,0,4,1,2
10,Regular 7,Can-Tho-Catfish,Hanoi-Buffalos,18,"Hoang-Minh, Khoa",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,2,"Nguyen, Henry",31,8,20,4,6,5,6,2,2,3,3,0,2,0,25
1,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,1,"Dinh-Tien, Cong",27,7,13,1,5,2,6,2,1,0,7,0,1,4,17
2,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,12,"Tu-Le, Ngoc",26,1,6,0,1,2,2,0,2,3,2,0,2,4,4
3,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,14,"Bui-Thai, Ha",24,3,9,2,5,0,0,1,0,2,5,0,4,3,8
4,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,88,"Nguyen-Quang, Anh",23,3,15,1,6,4,6,1,3,1,3,0,1,4,11
5,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,7,"Nguyen-Huynh, Hai",17,11,16,1,3,3,4,0,1,0,1,0,2,2,26
6,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,11,"Doan, Tung",17,2,17,1,5,1,1,6,5,3,3,0,4,4,6
7,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,9,"Do-Xuan, Nam",16,0,6,0,4,0,0,1,0,0,2,0,2,2,0
8,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,19,"Ngoc, Tran",14,1,2,0,1,0,0,2,0,3,0,0,1,3,2
9,Regular 7,Hanoi-Buffalos,Can-Tho-Catfish,24,"Nguyen, Stefan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Thanh, Tam",39,13,19,3,7,2,4,4,6,2,0,2,0,2,31
1,Regular 8,Can-Tho-Catfish,Danang-Dragons,1,"Hamilton, DeAngelo",35,9,16,2,5,3,5,4,9,4,1,2,3,3,23
2,Regular 8,Can-Tho-Catfish,Danang-Dragons,65,"Le-Hieu, Thanh",35,7,16,2,6,0,1,2,7,6,3,2,2,3,16
3,Regular 8,Can-Tho-Catfish,Danang-Dragons,3,"Pham-Duy, Hcu",32,8,12,2,5,2,2,0,1,1,3,0,3,1,20
4,Regular 8,Can-Tho-Catfish,Danang-Dragons,19,"Dinh-Thanh, Sang",31,6,17,1,7,0,1,1,2,7,2,0,1,2,13
5,Regular 8,Can-Tho-Catfish,Danang-Dragons,52,"Nguyen-Hoang, Tu",10,1,4,0,1,0,0,1,2,0,0,0,1,2,2
6,Regular 8,Can-Tho-Catfish,Danang-Dragons,15,"Tang-Minh, Tri",6,0,1,0,1,0,0,1,2,0,0,0,0,0,0
7,Regular 8,Can-Tho-Catfish,Danang-Dragons,14,"Huynh, Khang",4,1,3,0,0,0,0,0,0,0,0,0,0,3,2
8,Regular 8,Can-Tho-Catfish,Danang-Dragons,25,"Nguyen-Vu-Binh, Nguyen",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 8,Can-Tho-Catfish,Danang-Dragons,0,"Nguyen-Thinh, Hung",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 8,Can-Tho-Catfish,Danang-Dragons,18,"Hoang-Minh, Khoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 8,Can-Tho-Catfish,Danang-Dragons,9,"Nguyen-Quang, Huy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Danang-Dragons,Can-Tho-Catfish,44,"January, Anthony",40,11,21,4,8,5,5,4,13,3,1,1,4,3,31
1,Regular 8,Danang-Dragons,Can-Tho-Catfish,0,"Nguyen, Horace",39,5,19,2,10,4,4,0,5,4,1,0,4,1,16
2,Regular 8,Danang-Dragons,Can-Tho-Catfish,10,"Nguyen-Van, Hung",35,11,19,0,0,4,7,4,7,3,0,0,2,4,26
3,Regular 8,Danang-Dragons,Can-Tho-Catfish,99,"Nguyen Van, Hung",24,6,9,0,0,2,4,2,1,0,0,1,4,3,14
4,Regular 8,Danang-Dragons,Can-Tho-Catfish,77,"Son-Minh, Tam",18,2,2,1,1,0,0,1,2,0,2,0,0,0,5
5,Regular 8,Danang-Dragons,Can-Tho-Catfish,19,"Tran-Dang, Hien",17,0,3,0,2,0,0,0,1,2,1,0,0,2,0
6,Regular 8,Danang-Dragons,Can-Tho-Catfish,4,"Huynh-Thanh, Tam",13,0,1,0,0,0,2,0,1,2,0,0,0,2,0
7,Regular 8,Danang-Dragons,Can-Tho-Catfish,68,"Huy-Dai, Dam",11,0,2,0,2,0,0,0,0,3,0,0,2,0,0
8,Regular 8,Danang-Dragons,Can-Tho-Catfish,69,"Bui-Quoc, Tan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 8,Danang-Dragons,Can-Tho-Catfish,24,"Ho-Quoc, Truong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,33,"Martin, Wayne",37,9,20,0,2,6,11,7,13,2,4,1,4,4,24
1,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,4,"Nguyen-Quang, Vinh",37,3,16,0,6,3,4,1,7,4,4,0,3,2,9
2,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,3,"Soy, Michael",32,3,10,2,7,6,7,0,1,0,1,0,2,2,14
3,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,19,"Nguyen-Le-Quoc, Cuong",31,2,5,0,2,0,0,0,3,0,3,0,0,1,4
4,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,14,"Nguyen-Ky, Quan",26,2,10,0,2,1,2,2,1,1,0,0,1,4,5
5,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,13,"Pham, Tung",12,0,1,0,0,0,0,1,3,0,0,0,2,2,0
6,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,12,"Nguyen-Quoc, Thai",11,2,4,0,1,0,0,1,1,0,0,1,1,1,4
7,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,15,"Le-Tran-Dang, Huynh",7,0,3,0,1,0,0,1,0,0,0,0,0,0,0
8,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,20,"Nguyen-Minh, Chung",2,0,3,0,1,0,0,1,1,0,0,0,0,0,0
9,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,1,"Nguyen-Quoc, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,16,"Cao-Dac, Luan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 8,Hochiminh-City-Wings,Thang-Long-Warriors,29,"Vu-Doan-Minh, Phuong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,20,"Hill, Jaywuan",40,11,25,3,7,5,6,2,8,1,3,4,5,4,30
1,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,12,"Young, Justin",40,6,14,0,0,3,3,1,11,10,1,0,7,4,15
2,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,3,"Nguyen-Thanh, Dat",34,1,7,1,6,1,2,0,3,0,0,0,3,0,4
3,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,83,"Nguyen, Duong",31,3,4,0,1,0,0,0,0,0,3,0,1,2,6
4,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,7,"Dang-Thai, Hung",29,2,6,0,1,5,5,2,8,0,1,0,1,1,9
5,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,24,"Mai-Viet, Anh",10,1,2,0,0,0,0,0,4,1,2,0,0,3,2
6,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,8,"Doan-Nhat, Quang",8,1,2,1,1,0,0,0,0,0,0,0,1,0,3
7,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,0,"Hong-Gia, Lan",5,2,4,1,2,0,0,0,0,0,0,0,1,2,5
8,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,9,"B?ch-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,6,"Truong-Hoang, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 8,Thang-Long-Warriors,Hochiminh-City-Wings,10,"Nguyen-Viet, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hanoi-Buffalos,Saigon-Heat,6,"Bell, Michael",33,11,19,0,3,4,10,4,9,2,1,2,3,2,26
1,Regular 8,Hanoi-Buffalos,Saigon-Heat,2,"Nguyen, Henry",32,1,6,0,5,2,2,1,9,4,0,0,3,3,4
2,Regular 8,Hanoi-Buffalos,Saigon-Heat,1,"Dinh-Tien, Cong",29,4,9,2,4,0,0,2,1,0,2,0,1,1,10
3,Regular 8,Hanoi-Buffalos,Saigon-Heat,12,"Tu-Le, Ngoc",27,5,14,0,2,4,7,2,6,2,3,0,1,1,14
4,Regular 8,Hanoi-Buffalos,Saigon-Heat,7,"Nguyen-Huynh, Hai",24,2,10,0,2,2,4,3,1,1,3,0,2,0,6
5,Regular 8,Hanoi-Buffalos,Saigon-Heat,9,"Do-Xuan, Nam",19,1,4,0,1,0,0,0,3,0,1,0,3,3,2
6,Regular 8,Hanoi-Buffalos,Saigon-Heat,88,"Nguyen-Quang, Anh",15,0,4,0,1,0,0,0,0,3,0,0,2,2,0
7,Regular 8,Hanoi-Buffalos,Saigon-Heat,29,"Bui Nguyn, Ha",5,2,3,0,1,0,0,0,0,0,0,0,0,1,4
8,Regular 8,Hanoi-Buffalos,Saigon-Heat,19,"Ngoc, Tran",5,1,3,0,1,0,0,0,0,0,0,0,1,0,2
9,Regular 8,Hanoi-Buffalos,Saigon-Heat,11,"Doan, Tung",5,1,3,0,1,0,0,0,0,0,0,0,0,0,2
0,Regular 8,Saigon-Heat,Hanoi-Buffalos,2,"Nguyen, Richard",36,6,13,3,7,1,2,1,4,7,5,1,3,0,16
1,Regular 8,Saigon-Heat,Hanoi-Buffalos,7,"Du-Minh, An",32,6,11,1,4,2,2,2,5,5,4,0,4,4,15
2,Regular 8,Saigon-Heat,Hanoi-Buffalos,3,"Tavarion, Nix",30,6,17,0,1,2,2,2,15,0,1,3,2,4,14
3,Regular 8,Saigon-Heat,Hanoi-Buffalos,30,"Waale, Tim",26,5,9,0,0,1,2,8,5,1,0,1,2,3,11
4,Regular 8,Saigon-Heat,Hanoi-Buffalos,98,"Trieu-Han, Minh",26,2,11,1,7,0,0,2,1,3,2,0,4,2,5
5,Regular 8,Saigon-Heat,Hanoi-Buffalos,52,"Huynh-Vinh, Quang",20,3,4,1,2,0,0,1,2,4,0,0,2,1,7
6,Regular 8,Saigon-Heat,Hanoi-Buffalos,20,"Kien, Pham-Duc",13,4,10,0,0,0,2,3,4,0,0,0,1,4,8
7,Regular 8,Saigon-Heat,Hanoi-Buffalos,12,"Nguyen-Huynh, Vinh",12,4,13,0,0,0,0,2,1,1,0,1,0,0,8
8,Regular 8,Saigon-Heat,Hanoi-Buffalos,11,"Ban-Vo, Kim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,6,"Bell, Michael",37,9,17,4,7,6,8,4,19,3,2,2,5,1,28
1,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,2,"Nguyen, Henry",31,2,5,1,3,2,2,1,4,3,1,0,4,0,7
2,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,1,"Dinh-Tien, Cong",28,4,12,2,5,0,0,1,2,3,0,0,0,4,10
3,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,12,"Tu-Le, Ngoc",27,7,14,0,1,4,6,0,7,2,1,0,4,1,18
4,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,19,"Ngoc, Tran",21,0,3,0,0,1,2,0,1,3,1,0,2,4,1
5,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,7,"Nguyen-Huynh, Hai",18,1,9,0,3,0,0,0,2,1,1,0,5,0,2
6,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,9,"Do-Xuan, Nam",14,4,5,1,2,1,1,1,2,0,0,0,0,0,10
7,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,11,"Doan, Tung",12,1,2,0,0,1,2,0,1,2,2,0,0,2,3
8,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,14,"Bui-Thai, Ha",7,2,2,2,2,0,2,1,1,1,0,0,0,0,6
9,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,88,"Nguyen-Quang, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,33,"Martin, Wayne",40,9,23,1,5,2,5,4,10,1,1,2,1,1,21
1,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,3,"Soy, Michael",31,7,18,4,8,0,0,1,2,2,2,0,1,3,18
2,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,4,"Nguyen-Quang, Vinh",31,6,12,2,5,1,4,0,8,6,2,0,0,2,15
3,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,13,"Pham, Tung",22,1,5,0,0,0,0,0,2,1,2,0,4,4,2
4,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,19,"Nguyen-Le-Quoc, Cuong",20,3,3,2,2,0,0,0,1,0,0,1,2,2,8
5,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,14,"Nguyen-Ky, Quan",15,0,6,0,2,0,0,0,2,1,0,0,3,4,0
6,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,20,"Nguyen-Minh, Chung",13,1,3,1,3,0,0,1,1,0,0,0,0,1,3
7,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,12,"Nguyen-Quoc, Thai",10,1,4,0,1,0,0,2,0,2,0,1,0,0,2
8,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,2,"Hoang, Tu",10,0,3,0,2,0,0,0,3,0,0,0,2,2,0
9,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,16,"Cao-Dac, Luan",3,0,0,0,0,0,0,0,0,0,0,0,2,2,0
10,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,29,"Vu-Doan-Minh, Phuong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,21,"Vo-Duy, Trong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bell, Michael",40,10,23,4,7,2,4,4,19,4,0,3,0,1,26
1,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,2,"Nguyen, Henry",31,1,7,1,5,4,6,3,4,2,0,0,0,0,7
2,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",29,4,11,1,4,0,0,2,4,3,1,0,0,2,9
3,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,12,"Tu Le, Ngoc",26,2,13,1,5,4,5,1,3,1,0,0,0,2,9
4,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,19,"Ngoc, Tran",23,3,6,0,0,1,2,1,1,1,0,0,0,5,7
5,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,7,"Nguyen-Huynh, Hai",19,5,6,1,1,1,2,0,5,1,1,1,0,0,12
6,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,9,"Do-Xuan, Nam",11,0,1,0,0,0,0,0,3,2,0,0,0,1,0
7,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,11,"Doan, Tung",10,3,6,0,2,2,4,2,1,0,0,0,0,1,8
8,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,14,"Bui Thai, Ha",7,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,88,"Nguyen-Quang, Anh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,29,"Bui Nguyn, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",40,5,12,1,2,3,6,4,4,2,1,1,0,1,14
1,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",40,6,15,1,1,1,2,0,9,6,2,0,0,3,14
2,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,3,"Nguyen-Thanh, Dat",27,5,15,3,11,2,2,0,3,1,1,0,0,0,15
3,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,7,"Dang-Thai, Hung",21,6,14,0,0,2,2,6,1,0,1,0,0,5,14
4,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,0,"Hong-Gia, Lan",21,1,9,1,7,0,0,1,3,2,2,0,0,2,3
5,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,83,"Nguyen, Duong",20,3,8,0,2,0,0,0,6,0,0,0,0,4,6
6,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,8,"Doan-Nhat, Quang",16,2,6,2,5,0,0,0,1,0,0,0,0,3,6
7,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong-Hoang, Trung",9,0,4,0,4,0,0,0,3,2,0,0,0,1,0
8,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,24,"Mai-Viet, Anh",2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
9,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,18,"Pham-Thanh, Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang-The, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,9,"B?ch-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Danang-Dragons,Thang-Long-Warriors,0,"Nguyen, Horace",40,6,12,3,5,0,0,0,3,4,1,0,5,2,15
1,Regular 9,Danang-Dragons,Thang-Long-Warriors,44,"January, Anthony",40,5,20,1,6,3,4,4,11,2,7,1,5,3,14
2,Regular 9,Danang-Dragons,Thang-Long-Warriors,99,"Nguyen-Van, Hung",32,6,14,0,0,0,0,1,2,0,1,2,3,1,12
3,Regular 9,Danang-Dragons,Thang-Long-Warriors,10,"Nguyen Van, Hung",28,3,6,0,0,0,1,0,10,2,0,1,5,4,6
4,Regular 9,Danang-Dragons,Thang-Long-Warriors,77,"Son-Minh, Tam",27,2,6,2,5,0,0,1,0,0,1,0,1,2,6
5,Regular 9,Danang-Dragons,Thang-Long-Warriors,4,"Huynh-Thanh, Tam",10,2,3,1,2,0,0,1,0,1,0,0,0,0,5
6,Regular 9,Danang-Dragons,Thang-Long-Warriors,19,"Tran-Dang, Hien",9,1,5,0,2,0,0,0,0,1,0,0,1,3,2
7,Regular 9,Danang-Dragons,Thang-Long-Warriors,68,"Huy-Dai, Dam",8,2,3,2,3,0,0,0,1,0,0,1,0,0,6
8,Regular 9,Danang-Dragons,Thang-Long-Warriors,69,"Bui-Quoc, Tan",2,0,1,0,0,0,0,0,1,0,0,0,0,1,0
9,Regular 9,Danang-Dragons,Thang-Long-Warriors,9,"Tran-Hcu, Rin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 9,Danang-Dragons,Thang-Long-Warriors,5,"Mai, Thinh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 9,Danang-Dragons,Thang-Long-Warriors,24,"Ho-Quoc, Truong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Thang-Long-Warriors,Danang-Dragons,20,"Hill, Jaywuan",40,15,27,2,4,2,4,5,9,1,3,1,3,1,34
